CASE_ENQUIRY_ID,OPEN_DT,DateOpened_NonPrimitiveFormat,TimeOpened,CLOSED_DT,DateClosed,TimeClosed,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Address,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,Property_Type,Property_ID,LATITUDE,LONGITUDE,Source,Geocoded_Location,GridNumberX,GridNumberY,Location,ValidLocation,OpenDay,MinuteStart,CloseDay,MinuteEnd,InitialTimeSlot,FinalTimeSlot,ExtraInitialDay,InitialTimeSlotWithExtra,Slots Duration,TotalDaysPotholeWasOpen
101001305303,2/18/2015 19:09:13,18-Feb-2015,19:09:13,4/14/2015 12:10:24,14-Apr-2015,12:10:24,Closed,Case Closed Duplicate of Existing Case,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 10A: Roxbury,PWDx,330 Brookline Ave  Boston  MA  02115,4,10A,8,B2,Boston,14,4,410,C,330 Brookline Ave,2115,Address,22096,42.3398,-71.1057,Constituent Call,"(42.3398, -71.1057)",5,7,65,1,0,1149,7,730,1,168,3,20,167,55.50722222
101001301924,2/17/2015 16:00:05,17-Feb-2015,16:00:05,10/13/2015 11:11:47,13-Oct-2015,11:11:47,Closed,Case Closed. Closed date : 2015-10-13 11:11:47.29 Case Resolved Thank you for your request. We apologize for the time that it has taken to respond to this case. If this issue persists  please resubmit your case or call 311 to speak to an agent.,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,INFO_Reallocation From Dept,INFO,83-87 Porter St  East Boston  MA  02128,1,9,1,A7,East Boston,1,1,104,E,83-87 Porter St,2128,Address,112270,42.3733,-71.037,Constituent Call,"(42.3733, -71.037)",8,9,88,1,0,960,7,671,1,168,1,17,167,238.4665162
101001306998,2/19/2015 14:32:39,19-Feb-2015,14:32:39,4/14/2015 12:09:49,14-Apr-2015,12:09:49,Closed,Case Closed Duplicate of Existing Case,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 10B: Roxbury,PWDx,INTERSECTION of Ruggles St & Schroeder Plz  Mission Hill  MA,9,10B,7,B2,Roxbury,13,Ward 9,904,,INTERSECTION Ruggles St & Schroeder Plz,,Intersection,8205,42.3348,-71.0897,Citizens Connect App,"(42.3348, -71.0897)",5,7,65,1,0,872,7,729,1,168,1,15,167,54.50681713
101001313619,2/24/2015 9:06:36,24-Feb-2015,09:06:36,3/2/2015 6:52:29,2-Mar-2015,06:52:29,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,355 Columbus Ave  Boston  MA  02116,4,1C,2,D4,South End,6,Ward 4,402,E,355 Columbus Ave,2116,Address,211814,42.3458,-71.0757,City Worker App,"(42.3458, -71.0757)",6,7,66,1,2,546,7,412,34,168,1,10,134,6.286446759
101001286967,2/10/2015 21:59:50,10-Feb-2015,21:59:50,2/27/2015 12:40:50,27-Feb-2015,12:40:50,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,INTERSECTION of Mystic Ave & Sherman St  Charlestown  MA,3,1A,1,A15,Charlestown,2,Ward 2,207,,INTERSECTION Mystic Ave & Sherman St,,Intersection,7477,42.3862,-71.0767,Constituent Call,"(42.3862, -71.0767)",6,10,96,1,0,1319,5,760,1,109,4,23,108,17.52835648
101001318882,2/27/2015 10:10:35,27-Feb-2015,10:10:35,2/27/2015 10:21:05,27-Feb-2015,10:21:05,Closed,Case Closed Case Resolved work completed,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Southampton St & Theodore A Glynn St  Roxbury  MA,6,1C,7,C6,South Boston / South Boston Waterfront,13,Ward 8,806,,INTERSECTION Southampton St & Theodore A Glynn St,,Intersection,8406,42.3317,-71.068,City Worker App,"(42.3317, -71.068)",6,6,56,1,5,610,5,621,107,107,1,83,0,0.4313078704
101001308072,2/20/2015 8:41:55,20-Feb-2015,08:41:55,3/24/2015 10:44:01,24-Mar-2015,10:44:01,Closed,Case Closed Case Resolved potholes patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of Elkins St & Summer St  South Boston  MA,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,607,,INTERSECTION Elkins St & Summer St,,Intersection,4493,42.3392,-71.0355,Citizens Connect App,"(42.3392, -71.0355)",8,7,68,1,0,521,7,644,1,168,1,9,167,32.4472338
101001313800,2/24/2015 9:48:30,24-Feb-2015,09:48:30,2/24/2015 9:48:31,24-Feb-2015,09:48:31,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,1140 Saratoga St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,112,C,1140 Saratoga St,2128,Address,122462,42.3847,-71.0005,Employee Generated,"(42.3847, -71.0005)",10,10,100,1,2,588,2,588,34,34,1,10,0,0.4086921296
101001315421,2/25/2015 8:29:39,25-Feb-2015,08:29:39,3/11/2015 12:34:59,11-Mar-2015,12:34:59,Closed,Case Closed Case Resolved Done by D1 patch Crew,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Harrison Ave & Massachusetts Ave  Roxbury  MA,7,1C,2,D4,Roxbury,6,Ward 8,802,,INTERSECTION Harrison Ave & Massachusetts Ave,,Intersection,5680,42.3349,-71.0752,City Worker App,"(42.3349, -71.0752)",6,7,66,1,3,509,7,754,57,168,4,9,111,14.52429398
101001316770,2/25/2015 20:33:43,25-Feb-2015,20:33:43,3/18/2015 11:03:31,18-Mar-2015,11:03:31,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Southampton St & Theodore A Glynn St  Roxbury  MA,6,1C,7,C6,South Boston / South Boston Waterfront,13,Ward 8,806,,INTERSECTION Southampton St & Theodore A Glynn St,,Intersection,8406,42.3317,-71.068,Citizens Connect App,"(42.3317, -71.068)",6,6,56,1,3,1233,7,663,69,168,3,21,99,21.46077546
101001316999,2/26/2015 8:15:31,26-Feb-2015,08:15:31,3/19/2015 12:58:01,19-Mar-2015,12:58:01,Closed,Case Closed Duplicate of Existing Case,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of Dorchester Ave & Gillette Park  Boston  MA,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,601,,INTERSECTION Dorchester Ave & Gillette Park,,Intersection,4157,42.3442,-71.0572,City Worker App,"(42.3442, -71.0572)",7,7,67,1,4,495,7,778,81,168,1,57,87,21.54028935
101001309203,2/20/2015 16:40:04,20-Feb-2015,16:40:04,2/27/2015 12:13:12,27-Feb-2015,12:13:12,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,INTERSECTION of Waldo St & Charles River Dm  Charlestown  MA,3,1A,1,A15,Charlestown,2,Ward 2,201,,INTERSECTION Waldo St & Charles River Dm,,Intersection,8732,42.3696,-71.0617,Citizens Connect App,"(42.3696, -71.0617)",7,9,87,1,0,1000,5,733,1,109,1,17,108,7.509166667
101001320594,3/1/2015 14:22:46,1-Mar-2015,14:22:46,3/6/2015 10:57:44,6-Mar-2015,10:57:44,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Clarendon St & Buckingham St  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 4,402,,INTERSECTION Clarendon St & Buckingham St,,Intersection,3074,42.3477,-71.0738,Citizens Connect App,"(42.3477, -71.0738)",6,8,76,1,7,862,7,657,159,168,1,135,9,5.456759259
101001305918,2/19/2015 8:52:36,19-Feb-2015,08:52:36,3/5/2015 10:08:27,5-Mar-2015,10:08:27,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of E Berkeley St & Washington St  Roxbury  MA,4,1C,2,D4,South End,4,Ward 3,307,,INTERSECTION E Berkeley St & Washington St,,Intersection,1368,42.3439,-71.0659,Self Service,"(42.3439, -71.0659)",7,7,67,1,0,532,7,608,1,168,1,9,167,14.42253472
101001310867,2/22/2015 11:52:19,22-Feb-2015,11:52:19,3/13/2015 15:04:46,13-Mar-2015,15:04:46,Closed,Case Closed Case Resolved Done by D1 patch crew,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Massachusetts Ave & Newbury St  Boston  MA,4,1C,8,D4,Back Bay,14,Ward 5,509,,INTERSECTION Massachusetts Ave & Newbury St,,Intersection,7136,42.3481,-71.0881,Citizens Connect App,"(42.3481, -71.0881)",5,8,75,1,0,712,7,904,1,168,1,12,167,19.62831019
101001203575,10/24/2014 9:31:06,24-Oct-2014,09:31:06,10/1/2015 11:10:34,1-Oct-2015,11:10:34,Closed,Case Closed. Closed date : 2015-10-01 11:10:34.857 Case Resolved Thank you for your request. We apologize for the time that it has taken to respond to this case. If this issue persists  please resubmit your case or�call 311 to speak to an agent.,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,INFO_Reallocation From Dept,INFO,INTERSECTION of Broad St & Franklin St  Boston  MA,3,1C,1,A1,Downtown / Financial District,3,Ward 3,306,,INTERSECTION Broad St & Franklin St,,Intersection,1974,42.3574,-71.0527,Constituent Call,"(42.3574, -71.0527)",7,8,77,1,0,571,7,670,1,168,1,10,167,342.4656713
101001266395,2/1/2015 11:18:19,1-Feb-2015,11:18:19,3/24/2015 11:54:48,24-Mar-2015,11:54:48,Closed,Case Closed Case Resolved pothole patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 05: South Boston,PWDx,INTERSECTION of A St & W Broadway  South Boston  MA,6,5,2,C6,South Boston / South Boston Waterfront,5,Ward 6,601,,INTERSECTION A St & W Broadway,,Intersection,7,42.3418,-71.0555,Constituent Call,"(42.3418, -71.0555)",7,7,67,1,0,678,7,714,1,168,1,12,167,51.49638889
101001316333,2/25/2015 14:59:55,25-Feb-2015,14:59:55,3/12/2015 9:12:27,12-Mar-2015,09:12:27,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Essex St & Kingston St  Boston  MA,3,1C,2,A1,Downtown / Financial District,4,Ward 3,308,,INTERSECTION Essex St & Kingston St,,Intersection,4636,42.3525,-71.0594,Constituent Call,"(42.3525, -71.0594)",7,8,77,1,3,899,7,552,64,168,1,40,104,15.38364583
101001306962,2/19/2015 14:17:30,19-Feb-2015,14:17:30,3/6/2015 10:46:51,6-Mar-2015,10:46:51,Closed,Case Closed Case Resolved Done by district 1 patch crew,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,64 E Brookline St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 8,801,CM,64 E Brookline St,2118,Address,22146,42.338,-71.0703,City Worker App,"(42.338, -71.0703)",6,7,66,1,0,857,7,646,1,168,2,15,167,15.44920139
101001263416,1/29/2015 22:22:44,29-Jan-2015,22:22:44,10/13/2015 10:20:39,13-Oct-2015,10:20:39,Closed,Case Closed. Closed date : 2015-10-13 10:20:39.083 Case Resolved Thank you for your request. We apologize for the time that it has taken to respond to this case. If this issue persists  please resubmit your case or call 311 to speak to an agent.,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,INFO_Reallocation From Dept,INFO,INTERSECTION of Ipswich St & Charlesgate  Boston  MA,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,510,,INTERSECTION Ipswich St & Charlesgate,,Intersection,6509,42.3475,-71.0923,Citizens Connect App,"(42.3475, -71.0923)",5,7,65,1,0,1342,7,620,1,168,1,23,167,257.4310069
101001313632,2/24/2015 9:09:10,24-Feb-2015,09:09:10,3/2/2015 6:54:26,2-Mar-2015,06:54:26,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,357 Columbus Ave  Boston  MA  02116,4,1C,2,D4,South End,6,Ward 4,402,E,357 Columbus Ave,2116,Address,211819,42.3457,-71.0758,City Worker App,"(42.3457, -71.0758)",6,7,66,1,2,549,7,414,34,168,5,10,134,6.287800926
101001317248,2/26/2015 9:39:33,26-Feb-2015,09:39:33,2/27/2015 13:49:13,27-Feb-2015,13:49:13,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,47 Monument Ave  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,Ward 2,203,R2,47 Monument Ave,2129,Address,96885,42.3749,-71.0615,Citizens Connect App,"(42.3749, -71.0615)",7,9,87,1,4,579,5,829,82,110,1,58,28,1.575844907
101001312597,2/23/2015 14:51:03,23-Feb-2015,14:51:03,2/23/2015 14:51:04,23-Feb-2015,14:51:04,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,626 Bennington St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,111,R3,626 Bennington St,2128,Address,14837,42.3837,-71.0161,Employee Generated,"(42.3837, -71.0161)",9,10,99,1,1,891,1,891,15,15,4,15,0,0.6187962963
101001312628,2/23/2015 14:57:53,23-Feb-2015,14:57:53,3/4/2015 14:00:13,4-Mar-2015,14:00:13,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Beacon St & School St  Boston  MA,3,1C,1,A1,Downtown / Financial District,3,Ward 3,306,,INTERSECTION Beacon St & School St,,Intersection,1115,42.358,-71.0604,Constituent Call,"(42.358, -71.0604)",7,8,77,1,1,897,7,840,15,168,2,15,153,9.583483796
101001313556,2/24/2015 8:55:33,24-Feb-2015,08:55:33,2/24/2015 8:55:34,24-Feb-2015,08:55:34,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,153 Paris St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,104,E,153 Paris St,2128,Address,106479,42.3732,-71.0364,Employee Generated,"(42.3732, -71.0364)",8,9,88,1,2,535,2,535,33,33,2,9,0,0.3719212963
101001313777,2/24/2015 9:45:26,24-Feb-2015,09:45:26,2/24/2015 9:45:26,24-Feb-2015,09:45:26,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,INTERSECTION of Havre St & Porter St  East Boston  MA,1,9,1,A7,East Boston,1,Ward 1,104,,INTERSECTION Havre St & Porter St,,Intersection,5808,42.3736,-71.0369,Employee Generated,"(42.3736, -71.0369)",8,9,88,1,2,585,2,585,34,34,1,10,0,0.4065509259
101001266290,1/31/2015 23:07:04,31-Jan-2015,23:07:04,3/3/2015 18:22:23,3-Mar-2015,18:22:23,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1B: North End,PWDx,INTERSECTION of Causeway St & N Washington St  Boston  MA,3,1B,1,A1,Downtown / Financial District,3,Ward 3,302,,INTERSECTION Causeway St & N Washington St,,Intersection,2526,42.367,-71.0585,Citizens Connect App,"(42.367, -71.0585)",7,9,87,1,0,1387,7,1102,1,168,1,24,167,31.76554398
101001233901,12/16/2014 10:39:20,16-Dec-2014,10:39:20,12/8/2015 12:50:48,8-Dec-2015,12:50:48,Closed,Case Closed. Closed date : 2015-12-08 12:50:48.35 Case Noted This is from last year.   BWSC went by it is perm paved.,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,BWSC_All Cases,BWSC,114 Cowper St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,111,R1,114 Cowper St,2128,Address,43927,42.3812,-71.0162,City Worker App,"(42.3812, -71.0162)",9,10,99,1,0,639,7,770,1,168,1,11,167,357.5352778
101001314498,2/24/2015 13:38:20,24-Feb-2015,13:38:20,3/9/2015 13:11:46,9-Mar-2015,13:11:46,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Essex St & Kingston St  Boston  MA,3,1C,2,A1,Downtown / Financial District,4,Ward 3,308,,INTERSECTION Essex St & Kingston St,,Intersection,4636,42.3525,-71.0594,Constituent Call,"(42.3525, -71.0594)",7,8,77,1,2,818,7,791,38,168,1,14,130,13.54983796
101001313818,2/24/2015 9:54:50,24-Feb-2015,09:54:50,2/24/2015 9:54:50,24-Feb-2015,09:54:50,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,247-249 Bennington St  East Boston  MA  02128,1,9,1,A7,East Boston,1,Ward 1,110,R4,247-249 Bennington St,2128,Address,14687,42.3781,-71.0299,Employee Generated,"(42.3781, -71.0299)",8,10,98,1,2,594,2,594,34,34,4,10,0,0.4130787037
101001313774,2/24/2015 9:44:59,24-Feb-2015,09:44:59,2/24/2015 9:45:00,24-Feb-2015,09:45:00,Closed,Case Closed Internal Case Performed by Highway Maintenance crew.,Pothole Repair (Internal),Public Works Department,Highway Maintenance,Pothole Repair (Internal),PWDx_District 09: East Boston,PWDx,INTERSECTION of Chelsea St & Marion St  East Boston  MA,1,9,1,A7,East Boston,1,Ward 1,105,,INTERSECTION Chelsea St & Marion St,,Intersection,2873,42.3745,-71.0334,Employee Generated,"(42.3745, -71.0334)",8,9,88,1,2,584,2,585,34,34,3,10,0,0.40625
101001285656,2/10/2015 13:46:59,10-Feb-2015,13:46:59,3/3/2015 15:58:41,3-Mar-2015,15:58:41,Closed,Case Closed Case Noted  Thank you for the call  we recently recieved this location and have sent it to the construction engineers for inspection and repair.,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,INTERSECTION of Chamber St & Constitution Rd  Charlestown  MA,3,1A,1,A15,Charlestown,2,Ward 2,201,,INTERSECTION Chamber St & Constitution Rd,,Intersection,2743,42.3717,-71.0602,Citizens Connect App,"(42.3717, -71.0602)",7,9,87,1,0,826,7,958,1,168,1,14,167,21.66575231
101001313638,2/24/2015 9:10:40,24-Feb-2015,09:10:40,3/5/2015 10:37:50,5-Mar-2015,10:37:50,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,2A Yarmouth St  Boston  MA  02116,4,1C,2,D4,South End,6,Ward 4,402,A,2A Yarmouth St,2116,Address,153257,42.3452,-71.0763,City Worker App,"(42.3452, -71.0763)",6,7,66,1,2,550,7,637,34,168,1,10,134,9.442939815
101001302968,2/18/2015 3:55:53,18-Feb-2015,03:55:53,3/3/2015 10:48:01,3-Mar-2015,10:48:01,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1C: Downtown,PWDx,INTERSECTION of Boylston St & Clarendon St  Boston  MA,4,1C,2,D4,Back Bay,6,Ward 4,402,,INTERSECTION Boylston St & Clarendon St,,Intersection,1779,42.3507,-71.0752,Constituent Call,"(42.3507, -71.0752)",6,8,76,1,0,235,7,648,1,168,2,4,167,13.45001157
101001312750,2/23/2015 15:46:48,23-Feb-2015,15:46:48,3/16/2015 9:14:15,16-Mar-2015,09:14:15,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1B: North End,PWDx,33 Blossom St  Boston  MA  02114,3,1B,8,A1,Back Bay,3,Ward 3,305,EA,33 Blossom St,2114,Address,16064,42.3626,-71.0665,Self Service,"(42.3626, -71.0665)",6,9,86,1,1,946,7,554,16,168,1,16,152,21.38489583
101001315901,2/25/2015 11:35:32,25-Feb-2015,11:35:32,2/26/2015 7:22:54,26-Feb-2015,07:22:54,Closed,Case Closed Case Resolved,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 1A: Charlestown,PWDx,5 Clinton Pl  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,Ward 2,207,R1,5 Clinton Pl,2129,Address,34053,42.3834,-71.0776,City Worker App,"(42.3834, -71.0776)",6,10,96,1,3,695,4,442,60,80,1,36,20,1.307569444
